0.2778108,0.47789714,0.49186236
0.26186475,0.4890097,0.3806897
0.26080978,0.46936685,0.42905995
0.26147056,0.509188,0.5426972
0.25774285,0.47233015,0.5249952
0.30515298,0.53952587,0.6949526
0.29735735,0.4513604,0.51251733
0.3083436,0.5694279,0.6897504
0.29506835,0.42036486,0.6201551
0.2387928,0.5370791,0.5443189
0.22049019,0.4516487,0.48841575
0.5050452,0.52526385,0.61038446
0.49797595,0.4603356,0.6460153
0.6494901,0.52716553,0.7778513
0.64753187,0.45685843,0.74530244
0.78843606,0.5257046,0.765713
0.78296566,0.4646077,0.7583131
