0.30053407,0.62269205,0.46059716
0.30276477,0.63665307,0.44458535
0.28111073,0.6225805,0.37413567
0.31547514,0.6270423,0.37478983
0.27701828,0.5944047,0.4483772
0.37244302,0.6012878,0.5745678
0.2719368,0.5266615,0.5650724
0.45167097,0.6220973,0.6335633
0.17612563,0.5808118,0.7008536
0.47309288,0.55699295,0.33271417
0.12422447,0.6474394,0.5211611
0.50047666,0.51991063,0.771627
0.4794984,0.45254418,0.68921727
0.6505754,0.52761036,0.89851844
0.64849603,0.44383082,0.8688098
0.778503,0.53210527,0.59050536
0.7803434,0.45956463,0.7162215
