0.4979681,0.92746633,0.64636993
0.48236397,0.9349694,0.47283944
0.48307297,0.9394126,0.54824877
0.4491149,0.9079163,0.64416957
0.45505545,0.9114958,0.6998378
0.43419942,0.80390304,0.63759625
0.47891575,0.82212883,0.78989947
0.5363931,0.79442847,0.24050613
0.6277404,0.7788046,0.8693064
0.58045405,0.89967567,0.5182102
0.62065583,0.9106184,0.68099326
0.468379,0.56955165,0.7193233
0.48544154,0.5629935,0.80350477
0.5168122,0.35500658,0.79915583
0.53083754,0.3498816,0.8213041
0.53516465,0.12375524,0.84143865
0.55099696,0.10768147,0.7527559
